Row ID+O6G3A1:R6,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Profit,Returned
8779.0,CA-2020-135377,2020-12-13,2020-12-18,Standard Class,BP-11095,Bart Pistole,Corporate,United States,New York City,New York,East,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",287.976,3.0,7.199399999999969,
8783.0,CA-2019-116911,2019-09-15,2019-09-20,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,West,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,20.416,4.0,6.635199999999998,
8784.0,CA-2019-116911,2019-09-15,2019-09-20,Standard Class,JD-16150,Justin Deggeller,Corporate,United States,Twin Falls,Idaho,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,1128.39,3.0,259.52970000000005,
8785.0,US-2020-129224,2020-03-17,2020-03-23,Standard Class,AS-10630,Ann Steele,Home Office,United States,Knoxville,Tennessee,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,4.608,2.0,1.6704,
8786.0,CA-2020-145765,2020-05-28,2020-06-02,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,West,TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,195.96000000000004,5.0,19.596000000000014,
8787.0,CA-2020-145765,2020-05-28,2020-06-02,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,West,OFF-PA-10001534,Office Supplies,Paper,Xerox 230,15.552000000000003,3.0,5.4432,
8788.0,CA-2020-145765,2020-05-28,2020-06-02,Standard Class,CM-11815,Candace McMahon,Corporate,United States,Phoenix,Arizona,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,271.968,4.0,54.39359999999998,
8789.0,CA-2020-126914,2020-06-15,2020-06-19,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Monroe,North Carolina,South,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.3520000000001,3.0,52.37639999999996,
8790.0,CA-2020-126914,2020-06-15,2020-06-19,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Monroe,North Carolina,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,77.72800000000001,2.0,-3.8863999999999943,
8792.0,CA-2020-162075,2020-03-18,2020-03-24,Standard Class,TT-21220,Thomas Thornton,Consumer,United States,Houston,Texas,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,537.544,7.0,47.03509999999997,
8797.0,CA-2019-106397,2019-07-07,2019-07-13,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,12.96,2.0,6.2208000000000006,
8798.0,CA-2019-106397,2019-07-07,2019-07-13,Standard Class,MJ-17740,Max Jones,Consumer,United States,Orem,Utah,West,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,45.98,2.0,12.8744,
8799.0,US-2019-150140,2019-04-06,2019-04-10,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Burlington,Vermont,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,1294.75,5.0,336.635,
8801.0,CA-2020-148992,2020-11-23,2020-11-27,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Chicago,Illinois,Central,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,10.688,2.0,3.7408,
8802.0,CA-2019-140935,2019-11-10,2019-11-12,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,Central,TEC-PH-10000562,Technology,Phones,Samsung Convoy 3,221.98,2.0,62.15440000000001,
8803.0,CA-2019-140935,2019-11-10,2019-11-12,First Class,AB-10015,Aaron Bergman,Consumer,United States,Oklahoma City,Oklahoma,Central,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",341.96,2.0,54.713599999999985,
8806.0,US-2020-100398,2020-08-19,2020-08-23,Standard Class,DO-13435,Denny Ordway,Consumer,United States,Salt Lake City,Utah,West,OFF-BI-10002133,Office Supplies,Binders,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",102.72,3.0,37.236,
8807.0,CA-2019-113082,2019-09-12,2019-09-16,Standard Class,MC-17590,Matt Collister,Corporate,United States,Utica,New York,East,FUR-FU-10002813,Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40.48,2.0,14.572799999999996,
8808.0,US-2020-110646,2020-10-26,2020-10-31,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",33.282000000000004,3.0,-27.734999999999992,
8809.0,US-2020-110646,2020-10-26,2020-10-31,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,East,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,118.64999999999998,5.0,19.77500000000001,
8810.0,US-2020-110646,2020-10-26,2020-10-31,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-LA-10001404,Office Supplies,Labels,Avery 517,14.76,5.0,4.9815000000000005,
8811.0,CA-2020-120614,2020-05-30,2020-06-04,Standard Class,SM-20950,Suzanne McNair,Corporate,United States,Los Angeles,California,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4.0,18.009600000000002,
8812.0,US-2019-140172,2019-03-08,2019-03-13,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,Central,OFF-AP-10004233,Office Supplies,Appliances,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,207.144,3.0,48.333599999999976,
8813.0,US-2019-140172,2019-03-08,2019-03-13,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Jackson,Michigan,Central,OFF-AR-10002766,Office Supplies,Art,Prang Drawing Pencil Set,13.9,5.0,3.753,
8821.0,CA-2020-100622,2020-11-03,2020-11-07,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,South,TEC-CO-10003236,Technology,Copiers,Canon Image Class D660 Copier,959.984,2.0,311.99479999999994,
8822.0,CA-2020-100622,2020-11-03,2020-11-07,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,South,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,4.086,2.0,-2.9963999999999995,
8823.0,CA-2020-100622,2020-11-03,2020-11-07,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,South,OFF-AR-10004010,Office Supplies,Art,Hunt Boston Vacuum Mount KS Pencil Sharpener,55.98400000000001,2.0,4.1987999999999985,
8824.0,CA-2020-100622,2020-11-03,2020-11-07,Standard Class,DK-13090,Dave Kipp,Consumer,United States,Orlando,Florida,South,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,10.688,2.0,3.7408,
8825.0,CA-2020-117156,2020-03-21,2020-03-23,Second Class,TB-21055,Ted Butterfield,Consumer,United States,Reading,Pennsylvania,East,OFF-EN-10003845,Office Supplies,Envelopes,Colored Envelopes,8.856,3.0,2.878199999999999,
8831.0,CA-2019-167983,2019-08-21,2019-08-24,Second Class,RP-19270,Rachel Payne,Corporate,United States,Seattle,Washington,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,33.44,10.0,11.703999999999995,
8834.0,US-2020-132675,2020-09-24,2020-09-28,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Sandy Springs,Georgia,South,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",15.51,1.0,3.877499999999999,
8835.0,US-2020-132675,2020-09-24,2020-09-28,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Sandy Springs,Georgia,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,89.9,2.0,25.171999999999997,
8836.0,US-2020-132675,2020-09-24,2020-09-28,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Sandy Springs,Georgia,South,OFF-AR-10000614,Office Supplies,Art,Barrel Sharpener,14.28,4.0,3.7128,
8837.0,US-2020-132675,2020-09-24,2020-09-28,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Sandy Springs,Georgia,South,OFF-AR-10000034,Office Supplies,Art,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",12.72,3.0,4.9608,
8838.0,US-2020-132675,2020-09-24,2020-09-28,Standard Class,KF-16285,Karen Ferguson,Home Office,United States,Sandy Springs,Georgia,South,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,15.75,5.0,7.56,
8842.0,US-2019-112396,2019-02-09,2019-02-13,Standard Class,JR-16210,Justin Ritter,Corporate,United States,San Francisco,California,West,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,89.97,3.0,39.58680000000001,
8843.0,US-2019-112396,2019-02-09,2019-02-13,Standard Class,JR-16210,Justin Ritter,Corporate,United States,San Francisco,California,West,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2.0,11.151,
8845.0,CA-2020-156664,2020-12-18,2020-12-23,Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,East,OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",7.236,3.0,-6.029999999999998,
8846.0,CA-2020-156664,2020-12-18,2020-12-23,Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,East,OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,4.824,3.0,1.7487,
8847.0,CA-2020-156664,2020-12-18,2020-12-23,Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,East,OFF-PA-10002222,Office Supplies,Paper,"Xerox Color Copier Paper, 11"" x 17"", Ream",91.36,5.0,29.691999999999993,
8848.0,CA-2020-156664,2020-12-18,2020-12-23,Standard Class,BP-11290,Beth Paige,Consumer,United States,Columbus,Ohio,East,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,130.112,2.0,13.011199999999995,
8856.0,CA-2020-163671,2020-12-24,2020-12-30,Standard Class,DP-13105,Dave Poirier,Corporate,United States,Meridian,Idaho,West,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,21.312000000000005,3.0,7.991999999999999,
8857.0,CA-2020-135909,2020-10-13,2020-10-20,Standard Class,JW-15220,Jane Waco,Corporate,United States,Sacramento,California,West,TEC-AC-10002335,Technology,Accessories,Logitech Media Keyboard K200,209.94,6.0,39.8886,
8858.0,CA-2020-135909,2020-10-13,2020-10-20,Standard Class,JW-15220,Jane Waco,Corporate,United States,Sacramento,California,West,TEC-PH-10003187,Technology,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,2.0,-7.996,
8859.0,CA-2020-135909,2020-10-13,2020-10-20,Standard Class,JW-15220,Jane Waco,Corporate,United States,Sacramento,California,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,5083.96,5.0,1906.485,
8860.0,US-2020-114356,2020-08-20,2020-08-26,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Charlotte,North Carolina,South,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,35.96,1.0,3.5959999999999983,
8869.0,CA-2019-158260,2019-11-04,2019-11-08,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,San Diego,California,West,TEC-MA-10003176,Technology,Machines,Okidata B400 Printer,686.4000000000001,2.0,77.21999999999991,
8870.0,CA-2020-101805,2020-12-01,2020-12-06,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,West,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,15.920000000000002,5.0,5.372999999999999,
8871.0,CA-2020-101805,2020-12-01,2020-12-06,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,70.67999999999999,12.0,31.099200000000003,
8872.0,CA-2020-101805,2020-12-01,2020-12-06,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Seattle,Washington,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",541.24,4.0,5.412400000000048,
8875.0,CA-2020-142489,2020-11-14,2020-11-16,Second Class,TC-21295,Toby Carlisle,Consumer,United States,Houston,Texas,Central,OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,21.989999999999995,5.0,-32.985,
8876.0,US-2019-141264,2019-08-13,2019-08-19,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Irving,Texas,Central,OFF-SU-10003505,Office Supplies,Supplies,Premier Electric Letter Opener,185.376,2.0,-34.75800000000002,
8877.0,US-2019-141264,2019-08-13,2019-08-19,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Irving,Texas,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,58.923999999999985,1.0,-153.2024,
8878.0,CA-2020-126928,2020-09-17,2020-09-23,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Morristown,New Jersey,East,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,480.0,4.0,225.6,
8879.0,CA-2020-126928,2020-09-17,2020-09-23,Standard Class,GZ-14470,Gary Zandusky,Consumer,United States,Morristown,New Jersey,East,OFF-ST-10000615,Office Supplies,Storage,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",34.05,3.0,9.534000000000002,
8882.0,CA-2019-135594,2019-06-30,2019-07-03,Second Class,AH-10120,Adrian Hane,Home Office,United States,Aurora,Illinois,Central,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,50.120000000000005,7.0,-0.6265000000000072,
8883.0,US-2020-115252,2020-10-20,2020-10-25,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Durham,North Carolina,South,TEC-PH-10004071,Technology,Phones,PayAnywhere Card Reader,15.984000000000002,2.0,1.3986,
8884.0,US-2020-115252,2020-10-20,2020-10-25,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Durham,North Carolina,South,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),14.352000000000002,3.0,4.484999999999999,
8889.0,CA-2020-103968,2020-12-01,2020-12-07,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Stockton,California,West,FUR-FU-10003394,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",629.64,9.0,107.03879999999994,
8890.0,CA-2019-147256,2019-10-17,2019-10-21,Second Class,FC-14245,Frank Carlisle,Home Office,United States,Columbia,Missouri,Central,TEC-PH-10003072,Technology,Phones,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,449.97,3.0,220.4853,
8891.0,CA-2019-147256,2019-10-17,2019-10-21,Second Class,FC-14245,Frank Carlisle,Home Office,United States,Columbia,Missouri,Central,OFF-AP-10003057,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1927.59,7.0,751.7601000000001,
8892.0,CA-2019-162159,2019-09-16,2019-09-18,First Class,CR-12625,Corey Roper,Home Office,United States,Columbus,Georgia,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",121.78,2.0,30.444999999999993,
8895.0,CA-2019-167241,2019-08-15,2019-08-22,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,West,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,312.03000000000003,3.0,43.68420000000002,
8896.0,CA-2019-167241,2019-08-15,2019-08-22,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",17.94,3.0,3.0497999999999985,
8897.0,CA-2019-167241,2019-08-15,2019-08-22,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,165.60000000000002,3.0,10.349999999999994,
8898.0,CA-2019-167241,2019-08-15,2019-08-22,Standard Class,BD-11320,Bill Donatelli,Consumer,United States,Los Angeles,California,West,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",37.52,4.0,18.009600000000002,
8901.0,CA-2019-150483,2019-05-31,2019-06-04,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,Central,FUR-FU-10001379,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",32.064,3.0,-12.825599999999994,
8902.0,CA-2019-150483,2019-05-31,2019-06-04,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,Central,OFF-PA-10001846,Office Supplies,Paper,Xerox 1899,18.496,4.0,6.7048000000000005,
8903.0,CA-2019-150483,2019-05-31,2019-06-04,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,Central,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,191.079,3.0,-38.21579999999997,
8904.0,CA-2019-150483,2019-05-31,2019-06-04,Standard Class,BP-11290,Beth Paige,Consumer,United States,Decatur,Illinois,Central,OFF-PA-10004621,Office Supplies,Paper,Xerox 212,10.368000000000002,2.0,3.6288,
8905.0,US-2019-126431,2019-07-01,2019-07-01,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,East,OFF-LA-10001474,Office Supplies,Labels,Avery 477,30.53,1.0,14.0438,
8906.0,US-2019-126431,2019-07-01,2019-07-01,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,East,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,30.839999999999996,3.0,6.1679999999999975,
8907.0,US-2019-126431,2019-07-01,2019-07-01,Same Day,SU-20665,Stephanie Ulpright,Home Office,United States,New York City,New York,East,OFF-PA-10001950,Office Supplies,Paper,Southworth 25% Cotton Antique Laid Paper & Envelopes,75.06,9.0,33.776999999999994,
8908.0,CA-2019-139934,2019-12-18,2019-12-20,First Class,AY-10555,Andy Yotov,Corporate,United States,San Francisco,California,West,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,66.97600000000001,7.0,6.697600000000001,
8910.0,CA-2020-160661,2020-10-28,2020-11-01,Standard Class,SA-20830,Sue Ann Reed,Consumer,United States,Everett,Massachusetts,East,OFF-LA-10002475,Office Supplies,Labels,Avery 519,21.93,3.0,10.307099999999998,
8911.0,CA-2020-102610,2020-11-04,2020-11-08,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chattanooga,Tennessee,South,TEC-AC-10000303,Technology,Accessories,Logitech M510 Wireless Mouse,95.976,3.0,15.596099999999996,
8912.0,CA-2020-102610,2020-11-04,2020-11-08,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chattanooga,Tennessee,South,TEC-PH-10000127,Technology,Phones,iOttie XL Car Mount,143.928,9.0,-32.38380000000001,
8913.0,CA-2020-102610,2020-11-04,2020-11-08,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chattanooga,Tennessee,South,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,3.564000000000001,2.0,-2.9700000000000006,
8914.0,CA-2020-102610,2020-11-04,2020-11-08,Standard Class,CA-12265,Christina Anderson,Consumer,United States,Chattanooga,Tennessee,South,OFF-LA-10002195,Office Supplies,Labels,Avery 481,4.928000000000001,2.0,1.7247999999999997,
8915.0,US-2019-144057,2019-05-09,2019-05-13,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",856.6560000000001,6.0,107.08199999999984,
8916.0,US-2019-144057,2019-05-09,2019-05-13,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-BI-10002852,Office Supplies,Binders,Ibico Standard Transparent Covers,13.183999999999996,4.0,-20.4352,
8917.0,US-2019-144057,2019-05-09,2019-05-13,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-AP-10000390,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.783999999999985,4.0,-131.7168,
8918.0,US-2019-144057,2019-05-09,2019-05-13,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,76.64,2.0,26.823999999999995,
8919.0,US-2019-144057,2019-05-09,2019-05-13,Standard Class,CV-12805,Cynthia Voltz,Corporate,United States,Austin,Texas,Central,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,18.527999999999995,6.0,-27.79199999999999,
8922.0,CA-2019-145709,2019-10-04,2019-10-08,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Coral Gables,Florida,South,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,52.67999999999999,3.0,19.755,
8923.0,CA-2019-145709,2019-10-04,2019-10-08,Standard Class,AH-10690,Anna Häberlin,Corporate,United States,Coral Gables,Florida,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,11.568,3.0,2.602800000000001,
8924.0,CA-2020-133928,2020-06-11,2020-06-17,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Hickory,North Carolina,South,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",4.572000000000001,4.0,-3.810000000000001,
8925.0,CA-2019-168032,2019-01-30,2019-02-03,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,TEC-PH-10004241,Technology,Phones,Nokia Lumia 1020,1439.968,4.0,143.99680000000006,
8926.0,CA-2019-168032,2019-01-30,2019-02-03,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,1.7279999999999995,3.0,-2.678399999999999,
8927.0,CA-2019-168032,2019-01-30,2019-02-03,Standard Class,DF-13135,David Flashing,Consumer,United States,Rockford,Illinois,Central,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,626.0999999999999,3.0,-538.446,
8932.0,CA-2020-143252,2020-12-18,2020-12-24,Standard Class,HE-14800,Harold Engle,Corporate,United States,Milwaukee,Wisconsin,Central,FUR-FU-10001057,Furniture,Furnishings,Tensor Track Tree Floor Lamp,99.95,5.0,22.9885,
8933.0,CA-2020-143252,2020-12-18,2020-12-24,Standard Class,HE-14800,Harold Engle,Corporate,United States,Milwaukee,Wisconsin,Central,TEC-AC-10002331,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",29.339999999999996,3.0,10.8558,
8934.0,CA-2019-102134,2019-03-14,2019-03-19,Standard Class,SP-20545,Sibella Parks,Corporate,United States,Green Bay,Wisconsin,Central,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,16.74,2.0,4.352399999999999,
8935.0,CA-2020-130036,2020-08-27,2020-08-27,Same Day,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000528,Office Supplies,Paper,Xerox 1981,12.672,3.0,3.96,
8936.0,CA-2020-130036,2020-08-27,2020-08-27,Same Day,BP-11185,Ben Peterman,Corporate,United States,Philadelphia,Pennsylvania,East,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,1119.888,14.0,209.97899999999993,
8942.0,CA-2019-159023,2019-11-03,2019-11-05,First Class,NW-18400,Natalie Webber,Consumer,United States,Portland,Oregon,West,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,4.158,7.0,-3.465,
8943.0,CA-2019-159023,2019-11-03,2019-11-05,First Class,NW-18400,Natalie Webber,Consumer,United States,Portland,Oregon,West,TEC-MA-10003337,Technology,Machines,Okidata B401 Printer,179.99100000000004,3.0,-251.98739999999992,
8944.0,CA-2020-111717,2020-10-10,2020-10-16,Standard Class,SW-20245,Scot Wooten,Consumer,United States,Aurora,Illinois,Central,FUR-CH-10001545,Furniture,Chairs,Hon Comfortask Task/Swivel Chairs,239.358,3.0,-47.8716,
8947.0,CA-2020-148355,2020-12-24,2020-12-28,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,New Bedford,Massachusetts,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,19.44,3.0,9.3312,
8948.0,CA-2020-148355,2020-12-24,2020-12-28,Standard Class,NC-18535,Nick Crebassa,Corporate,United States,New Bedford,Massachusetts,East,OFF-BI-10000201,Office Supplies,Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",12.3,5.0,6.15,
8950.0,CA-2020-150910,2020-12-22,2020-12-28,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",934.956,6.0,-249.3216,
8951.0,CA-2020-150910,2020-12-22,2020-12-28,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,46.864,2.0,7.615399999999994,
8952.0,CA-2020-150910,2020-12-22,2020-12-28,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,26.160000000000004,3.0,1.961999999999998,
8953.0,CA-2020-150910,2020-12-22,2020-12-28,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,OFF-AR-10001419,Office Supplies,Art,Newell 325,23.128,7.0,2.8909999999999982,
8954.0,CA-2020-150910,2020-12-22,2020-12-28,Standard Class,JL-15130,Jack Lebron,Consumer,United States,Jackson,Tennessee,South,OFF-AP-10003266,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",59.24,5.0,16.290999999999997,
8957.0,CA-2020-105620,2020-12-25,2020-12-28,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Hialeah,Florida,South,FUR-FU-10004963,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",21.0,3.0,5.775000000000002,
8958.0,CA-2020-105620,2020-12-25,2020-12-28,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Hialeah,Florida,South,TEC-MA-10004626,Technology,Machines,Lexmark 20R1285 X6650 Wireless All-in-One Printer,120.0,2.0,-7.200000000000003,
